Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Donaldson Company Inc.,Filtration Engines Membranes Gas Turbines Valves Hydraulics,"11,700 (July 31, 2016)",http://www.donaldson.com,"Tod E. Carpenter Chief Executive Officer, President and Director Scott Robinson, Chief Financial Officer Peter Grundman, CPA, MBA Chief Accountant",$ 2220.3 mil 6.4% 2016 FY [1] [2],1915,"Bloomington, Minnesota , U.S."
R.R. Donnelley & Sons Company,"Commercial printing , Logistics and Supply Chain, Digital Marketing","42,700 [1] (2017)",https://www.rrdonnelley.com/,"Dan Knotts, CEO",$6.800 billion USD (2018),1864,"35 West Wacker Drive Chicago , Illinois, 60601 United States"
Domtar Corporation,Paper & Paper Products,"10,000 [5] (2017)",http://www.domtar.com,John D. Williams (CEO) [2],US$ 5.6  billion (2014) [3],,"Fort Mill, South Carolina [1]"
"DuPont Fabros Technology, Inc.",Real estate investment trust,122 [1],"http://www.dft.com,https://www.wikidata.org/wiki/Q23680028?uselang=en#P856","Christopher P. Eldredge, CEO Lammot J. du Pont, Chairman Jeffrey H. Foster, CFO [1]",$0.528 billion (2016) [1],"March 2, 2007 ; 12 years ago ( March 2, 2007 )","Washington, D.C."
"Dominion Energy, Inc.",Electric utility,"21,000 (2019) [3]",http://www.dominionenergy.com,"Thomas Farrell ( Chairman , CEO ) James R. Chapman ( CFO )",US$ 12.835 billion (2012) [1] US$ 13.120 billion (2013) [1],"Virginia , U.S. (1983)","Richmond, Virginia , U.S."
Dine Brands Global Inc.,Restaurants,"3,300 (2018) [2]",https://www.dinebrands.com/,"Stephen P. Joyce (CEO) Darren Rebelez, President IHOP John Cywinski, President Applebee's [3]",US$780.9 million (2018) [2],1976 ; 43 years ago ( 1976 ),"Glendale , California , U.S."
"Discover Financial Services, Inc.",Financial services,"15,549 (2017) [3]",http://www.discover.com/,Roger Hochschild CEO David Nelms Executive Chairman,US$ 10.497 billion (2016) [1],1985 ; 34 years ago ( 1985 ) (as a subsidiary of Sears ),"Riverwoods, Illinois , United States"
"Digital Realty Trust, Inc.",Real estate investment trust,"1,530 (2018)",https://www.digitalrealty.com/,"Laurence A. Chapman, Chairman A. William Stein, CEO Andrew P. Power, CFO",$3.046 billion (2018),2004 ; 15 years ago ( 2004 ),"San Francisco , California , US"
Digicel,Telecommunications,"~6,500 (2018)",http://www.digicelgroup.com,Denis O'Brien (Executive Chairman & Interim CEO),,"April 19, 2001","Kingston , Jamaica"
"Domino's Pizza, Inc.",Food delivery Franchising Restaurants,"~14,100 (FY January 1, 2017) (company-owned stores & offices) ~290,000 (FY January 1, 2017) (including franchises)",https://dominos.com/,David A. Brandon (Chairman) Richard Allison (CEO),US$ 3.43 billion ( FY 2018) [2],"December 9, 1960 ; 58 years ago ( 1960-12-09 ) in Ypsilanti, Michigan , U.S.","Domino's Farms Office Park, Ann Arbor, Michigan , U.S."
Dollar General Corporation,Discount retailer,"130,000",http://www.dollargeneral.com,Michael M. Calbert ( Chairman ) Todd Vasos ( CEO ) John W. Garratt ( CFO ),$ 25.6 billion (2018) [1],1939 ; 80 years ago ( 1939 ) (as J.L. Turner and Son) 1968 ; 51 years ago ( 1968 ) (as Dollar General Corporation),"100 Mission Ridge, Goodlettsville, Tennessee , U.S."
Dillard's Inc.,Retail,"~39,000 (February 2019) [1]",http://www.dillards.com/,William T. Dillard II ( Chairman and CEO ) Alex Dillard ( President ),US$ 6.503 billion (FY 2018) [1],1938 ; 81 years ago ( 1938 ),"Little Rock, Arkansas , U.S."
"Dolby Laboratories, Inc.",Audio encoding/compression Audio noise reduction,"1,867 (2015) [2]",http://www.dolby.com,Peter Gotcher ( Executive chairman ) Kevin Yeaman ( President and CEO ),US$ 1.082 billion (2017) [1],"May 18, 1965 ; 54 years ago ( 1965-05-18 ) in London , England , UK","Civic Center , San Francisco , California , United States"
"Diamond Offshore Drilling, Inc.",Petroleum industry,"2,400 (2017)",http://www.diamondoffshore.com,"Marc Edwards, Chairman CEO & President",$1.485 billion (2017),,"Katy, Texas , United States"
"Dick's Sporting Goods, Inc.",Retail,"30,300 (2018)",https://www.dickssportinggoods.com/,Edward W. Stack ( chairman and CEO ) Lauren R. Hobart ( president ) Lee J. Belitsky ( CFO ) Paul Gaffney ( CTO ) [2],US$ 8.436 billion (2018) [1],"1948 ; 71 years ago ( 1948 ) in Binghamton, New York , U.S.","Coraopolis, Pennsylvania , U.S."
Diamond Resorts,"Vacation Ownership, Timeshare",,http://diamondresorts.com/,"Stephen J. Cloobeck , ( Founder ) Michael Flaskey ( CEO ) [1] [2]","$230.7 million ( EBITDA , 2013) [3]",1992 ; 27 years ago ( 1992 ),"Las Vegas, Nevada , U.S."
Dex One Corporation,Print and Interactive Marketing,,http://www.dexone.com,,,,"Dallas, Texas , US"
Dice.com,Internet,,http://www.dice.com,,,,"New York, NY , U.S."
Diebold Nixdorf,Technology Banking & Retail,"23,000 [4] (2018)",http://dieboldnixdorf.com,"Gerrard Schmid ( CEO ), Jeffrey Rutherford (CFO) [1]",US$ 4.58 billion ( FY 2018 ) [2],"1859 ; 160 years ago ( 1859 ) (as Diebold Bahmann Safe Company) Cincinnati , Ohio , U.S.","Green, Ohio ( North Canton mailing address) , United States"
Designer Brands Inc.,Retail,"12,600 [1]","https://www.designerbrands.com,http://dsw.com/","Jay Schottenstein , Chairman Roger Rawlins, CEO Jared Poff, CFO [1]",$2.711 billion (2016) [1],"January 20, 1969 ; 50 years ago ( 1969-01-20 ) [1]","Columbus, Ohio"
Denbury Resources Inc.,Petroleum industry,847 (2018),https://www.denbury.com/,"Christian S. Kendall, President & CEO Mark C. Allen, CFO",$1.473 billion (2018),,"Plano, Texas , United States"
Diageo plc,Beverages,"29,917 (2018) [1]",http://diageo.com,Javier Ferrán (Chairman) Ivan Menezes (Chief Executive),£ 12.163 billion (2018) [1],1997 ; 22 years ago ( 1997 ),Park Royal London NW10 7HQ
Deluxe Corporation,Corporate services,"5,886 (2017)",https://www.deluxe.com/,Barry McCarthy (CEO) Keith A. Bush (CFO),US$ 1.97 billion (2017),"1915 ; 104 years ago ( 1915 ) , in Saint Paul, Minnesota","Shoreview, Minnesota , U.S."
Devon Energy Corporation,Petroleum industry,"2,900 (2018)",http://www.devonenergy.com/,"David A. Hager, CEO & President Jeffrey L. Ritenour, CFO",$10.734 billion (2018),1971 ; 48 years ago ( 1971 ),"Devon Energy Center Oklahoma City , Oklahoma, United States"
"Delek US Holdings, Inc.",Oil & Gas Refining & Marketing,"3,941 [2] (2017)",http://www.delekus.com/,"Ezra Uzi Yemin, (Chairman, President and Chief Executive Officer) Kevin Kremke, (Executive Vice President and Chief Financial Officer) Frederec Green, (Executive Vice President and Chief Operating Officer)",US$ 7.27 Billion ( FY 2017 ) [1],2001,"Corporate headquarters in Brentwood, Tennessee , United States"
Delhi Cloth & General Mills,Basic materials and technology,,http://www.dcmtextiles.co.in,,,1889 at Delhi in India .,India
Dell Technologies Inc.,Computer hardware Computer software Cloud computing,"157,000 (2019) [1]",http://delltechnologies.com/,Michael Dell (Chairman & CEO),US$90.62 billion (2019) [1],"September 7, 2016 ; 3 years ago ( 2016-09-07 ) as a merger of EMC Corporation and Dell Inc.","One Dell Way, Round Rock, Texas , United States"
Deckers Brands,,"Approx. 3,200 Globally",http://teva.com,"Dave Powers, CEO & President John Gibbons, Chairman of the Board Stefano Caroti, President, Omni-Channel Andrea O'Donnell, President, Fashion Lifestyle Wendy Yang, President, Performance Lifestyle David LaFitte, Chief Operating Officer Steven J. Fasching, Chief Financial Officer",$1.9 billion worldwide,1984 ; 35 years ago ( 1984 ),"Goleta, California , United States"
"Delta Air Lines, Inc.",,,https://www.delta.com/,C.E. Woolman ( Founder ) Ed Bastian ( CEO ) Glen Hauenstein ( President ) Joanne Smith (E.V.P. & Chief People Officer),$ 44.438 billion (2018),"March 2, 1925 ; 94 years ago ( 1925-03-02 ) (as Huff Daland Dusters ) Macon, Georgia , U.S. [1]","Atlanta, Georgia , U.S."
Deutsche Bank AG,Banking Financial services,"91,463 (Q1 2019) [3]",http://db.com,Paul Achleitner ( Chairman ) Christian Sewing ( CEO ) [1],€ 24.79 billion (2018) [2],10 March 1870 ; 149 years ago ( 10 March 1870 ),"Deutsche Bank Twin Towers Frankfurt , Germany"
Danaos Corporation,Shipping,1.145 (2017) [5],http://www.danaos.com,Dr. John Coustas ( CEO ) Iraklis Prokopakis ( COO ),US$451.73 million (2017) [1],1972,"Limassol , Cyprus"
"Darden Restaurants, Inc.",Restaurant,"178,729 [3] (2017)",https://www.darden.com/,Eugene Lee (President & Chief Executive Officer) Dave George (Executive Vice President & Chief Operating Officer),US$ $7.999 billion (FY May 2012) [1],"First Restaurant (The Green Frog) opened in 1938 in Waycross, GA.","1000 Darden Center Drive Orlando, Florida 32837 US"
Dean Foods,Food processing,"16,000 [4] (2017)",http://deanfoods.com,Ralph Scozzafava ( CEO and director) Chris Bellairs ( CFO ) Jim Turner ( Chairman ) [1],US$7.7 billion (2016) [2],1925,"Tower at Cityplace Dallas , Texas"
Danaher Corporation,Conglomerate,"~23,000 (in the U.S.) ~45,000 (outside of the U.S.)",https://www.danaher.com,"Steven M. Rales ( Chairman of the Board ) Mitchell P. Rales ( Chairman of the Executive Committee ) Thomas P. Joyce, Jr. ( President & CEO ) Daniel L. Comas ( Executive VP & CFO )",US$ 18.33 billion (2017),"1969 ; 50 years ago ( 1969 ) (as DMG)
                     1984 ; 35 years ago ( 1984 ) (as Danaher)","Washington, D.C. , U.S."
Dana Incorporated,Automotive industry,"30,900 (2018)",http://www.dana.com,James K. Kamsickas ( President & CEO ),US$ 8.1 billion ( FY 2018 ),1904 ; 115 years ago ( 1904 ),"Maumee, Ohio , United States"
DaVita Inc.,Healthcare,"77,000 (2018)",https://www.davita.com/,"Javier J. Rodriguez, CEO Peter Grauer , lead independent director",$11.404 billion (2018),1979 ; 40 years ago ( 1979 ),"Denver , Colorado , United States"
CVR PARTNERS LP,Basic materials,,http://www.cvrpartners.com/,,$ 289 million (As of 2016 [update] ) [1],2007,"Sugar Land, Texas , United States"
CVS Health Corporation,Retail health care,"295,000 [3] (2018)","http://cvshealth.com/,https://www.wikidata.org/wiki/Q624375#P856","David W. Dorman (Non-Executive Chairman ) Kevin Hourican (EVP and President, CVS Pharmacy) Jonathan Roberts (EVP and Chief Operating Officer) Larry Merlo ( President and CEO ) [2]",US$194.579 billion (2018) US$184.786 billion (2017) [3],"1996 ; 23 years ago ( 1996 ) in Woonsocket, Rhode Island , U.S.","Woonsocket, Rhode Island , U.S."
Cushman & Wakefield Inc.,Real Estate,"51,000+",http://www.cushmanwakefield.com/,"Brett White, Chairman and CEO John Forrester, President Duncan Palmer, CFO",US$8.2 billion (2018),1917,"Chicago, Illinois, USA"
Curtiss-Wright Corporation,Aerospace Defense Nuclear Power Generation General Industrial and other various industry,"9,000 (2019)",http://curtisswright.com,David C. Adams (Chairman and CEO),US$ 2.41 billion ( FY 2018) [1],"Buffalo, New York , 1929","Davidson, North Carolina , U.S."
Cubic Corporation,Public transport and Defense,"7,900 (July 2015)",http://www.cubic.com/,,,1951 ( 1951 ),
Cummins Inc.,"Heavy equipment , Automotive","~58,600 (2018)",https://www.cummins.com/,N. Thomas Linebarger (Chairman & CEO) Patrick J. Ward (Vice President & CFO),US$ 23.77 billion (2018),1919 ; 100 years ago ( 1919 ),"Cummins Corporate Office Building 500 Jackson Street Columbus, Indiana , United States"
Barclays plc,Banking Financial services,"79,900 (2018) [2]",https://www.barclays.co.uk/,Nigel Higgins (Group Chairman) Jes Staley (Group Chief Executive),£ 21.136 billion (2018) [1],"17 November 1690 ; 328 years ago ( 1690-11-17 ) in the City of London , Kingdom of England","London , United Kingdom"
"BankUnited, Inc.",Financial services,,http://www.bankunited.com/,"Rajinder P. Singh (Chairman, President & CEO) Thomas M. Cornish (Chief Operating Officer) Leslie Lunak (Chief Financial Officer)",,2009 ( 2009 ),"Miami Lakes, Florida , United States"
"Barnes Group, Inc.","Manufacturing , Aerospace",5000,http://www.barnesgroupinc.com/,"Thomas Barnes, Eddie Barnes (deceased), Chris Stephens. Heirs: Byron Barnes, Jack Barnes, Ruth Barnes, Edith Grant, Regina Hackette, and Glenda Stone.",$1.1B ( USD ),,"Bristol, Connecticut [1] , United States"
Bank of Hawaii Corporation,Finance,"2,122 (2016) [1]",http://boh.com,"Peter S. Ho ( President , Chairman , & CEO ) Kent T. Lucien ( Director & CFO )",US$ 655.243 million (2016) [1],"1897 ; 122 years ago ( 1897 ) in Honolulu, Hawaii","Honolulu, Hawaii, U.S."
The Bank of New York Mellon Corporation,Banking Financial services,"51,300 (2018)",https://www.bnymellon.com,Charles Scharf (Chairman & CEO) Michael P. Santomassimo (CFO),US$ 16.39 billion (2018),"July 1, 2007 ; 12 years ago ( 2007-07-01 )","240 Greenwich Street Manhattan , New York , U.S."
Barrick Gold Corporation,Metals and mining,,http://www.barrick.com,John L. Thornton ( Executive Chairman ) Mark Bristow ( President ),"$ 7,243 million (2018) [1] : 101",1983 ; 36 years ago ( 1983 ),"Toronto, Ontario , Canada"
Bank of Montreal,Financial services,"45,200 (FTE, 2017) [2]","http://bmo.com,http://bmoharris.com,http://bmocm.com","William A. Downe (Retired Chief Executive Officer, BMO Financial Group) Robert Prichard ( Chairman , BMO Financial Group) Thomas E. Flynn ( CFO , BMO Financial Group) Dave Casper ( CEO , BMO Harris Bank ) Darryl White (CEO BMO Financial Group)",CAD$ 21.787 billion (2017) [1],"23 March 1817 ; 202 years ago ( 1817-03-23 ) in Montreal , Lower Canada","Montreal , Quebec , Canada"
Bank of America Corporation,Investment banking financial services,"205,000 (2019) [1]",https://www.bankofamerica.com/,Brian Moynihan ( Chairman and CEO ) Anne Finucane ( Co-Vice Chairman ) Bruce Thompson ( Co-Vice Chairman ),US$91.24 billion (2018) [1],"February 1784 ( 1784-02 ) (as Massachusetts Bank) October 17, 1904 ( 1904-10-17 ) (as Bank of Italy) September 1998 ( 1998-09 ) (as Bank of America through Nationsbank's acquisition)","Charlotte, North Carolina , U.S."
BancorpSouth Bank,Banking,"4,445 (2018)",http://bancorpsouth.com,"James D. Rollins III, Chairman & CEO Chris A. Bagley, President & COO John G. Copeland, CFO Jeff W. Jaggers, CIO Mike J. Meyers, Chief Banking Officer & Director of Community Lending Charles J. Pignuolo, CLO Cathy S. Freeman, CAO",$0.653 billion (2018),,"Tupelo, Mississippi , United States"
Bancolombia S.A.,Financial services,"30,089 (2018) [3]",http://www.grupobancolombia.com/,"Juan Carlos Mora Uribe, ( Chairman and CEO )",US$3.6 billion (2012) [1],1945,"Medellín , Colombia"
Santander Chile Holding S.A.,Finance and Insurance,"11,001",http://www.santander.cl,"Mauricio Larraín , ( CEO )",US$ 4.1 billion (2017),1937,"Santiago, Chile"
Bausch Health Companies Inc.,Pharmaceuticals,"~21,100 (December 2018) [1]",https://www.bauschhealth.com,Joseph C. Papa ( Chairman & CEO ) Paul S. Herendeen ( Executive VP & CFO ) Sam Eldessouky ( Senior VP & Controller ),US$ 8.380 billion (2018) [1],1959 ; 60 years ago ( 1959 ),"Laval, Quebec , Canada"
Banco Macro S.A.,Financial Services,"7,268",http://macro.com.ar,"Jorge Horacio Brito , ( Chairman & CEO )",US$1.1 billion (2012) [1],1976 ; 43 years ago ( 1976 ),"Buenos Aires , Argentina"
Banco Bradesco S.A.,Financial services,"108,794",https://banco.bradesco,"Octavio de Lazari, ( Chairman and CEO ) Carlos Alberto Rodrigues Guilherme ( Vice Chairman )",US$ 74.0 billion (2017),"March 10, 1943 ; 76 years ago ( 1943-03-10 ) in Marília , Brazil","Osasco , São Paulo , Brazil"
Bachoco,Farm Products Official pet = DODI,"25,000",http://www.bachoco.com.mx,"Javier, Alfonso, Juan y Enrique Robinson Bours, Founders",,1952 ; 67 years ago ( 1952 ),"Celaya , Guanajuato , Mexico"
Baker Hughes Company,Hydrocarbon exploration,"67,000 (2019)",https://www.bakerhughes.com/,Lorenzo Simonelli ( Chairman & CEO ),$22.877 billion (2018),1907 ; 112 years ago ( 1907 ),"Houston, Texas , U.S."
Ball Corporation,"Packaging , aerospace","18,300 [2] (2017)",http://www.ball.com/,John A Hayes (CEO),US$72.630 billion ( FY 2013 ) [1],1880,"Broomfield, Colorado , United States"
B2Gold Corporation,Gold Mining,,http://www.b2gold.com/,Clive T. Johnson (President and Chief executive officer ),,2007,"Vancouver , British Columbia , Canada"
"Banco Bilbao Vizcaya Argentaria, S.A.",Financial services,"137,968 (2015) [4]",http://www.bbva.com,Carlos Torres Vila (Group Executive Chairman) Onur Genç (CEO),€ 23.680 billion (2015) [1],"Bilbao , Spain 1857 ; 162 years ago ( 1857 )","Bilbao and Madrid , Spain"
"Babcock & Wilcox Enterprises, Inc.",Power Generation Industrial Services,"4,000 (2018)",http://www.babcock.com,Kenny Young ( CEO ),US$ 1.6 billion (2015),"1867 ; 152 years ago ( 1867 ) in Providence, Rhode Island","Barberton, Ohio , United States"
"Axos Financial, Inc.",Financial Services,1007 (2019),http://investors.axosfinancial.com/CorporateProfile,"Gregory Garrabrants, President & CEO Andrew J. Micheletti, CFO",,"July 6, 1999 ; 20 years ago ( 1999-07-06 )","San Diego, California"
"Laredo Petroleum, Inc.",Petroleum industry,340 (2018),http://laredopetro.com/,"Randy A. Foutch, Chairman & CEO Richard C. Buterbaugh, CFO",$1.105 billion (2018),2006 ; 13 years ago ( 2006 ),"Tulsa, Oklahoma , U.S."
Azure Power Global Limited,Solar energy,539 [2] (2018),"http://www.azurepower.com,https://www.wikidata.org/wiki/Q27704930?uselang=en#P856",Inderpreet Wadhwa (CEO) H.S. Wadhwa (COO),,2008 ; 11 years ago ( 2008 ),"3rd Floor, Asset 301-304,
WorldMark 3, Aerocity, New Delhi , Delhi , India [1]"
"Lamb Weston Holdings, Inc.",Food processing,"7,200 [1]",https://www.lambweston.com,,"US$ 3,423.7 million (FY 2018) [1]",1950 ; 69 years ago ( 1950 ),"Eagle, Idaho"
Laboratory Corporation    of America Holdings,Health care,"60,000 (2017)",http://www.labcorp.com/,David P. King ( CEO ),"US$ 8,505.7 million (2015) [1] US$ 6,011.6 million (2014) [1]","September 5, 1978 ; 41 years ago ( 1978-09-05 ) (as Roche BioMedical)","Burlington , North Carolina , U.S."
"L3Harris Technologies, Inc.",Aerospace and defense,"50,000 (2019)",https://www.l3harris.com,Bill Brown (Chairman and CEO) Chris Kubasik (President and COO),US$ 17 billion (2019),"June 29, 2019 ; 3 months ago ( 2019-06-29 )","Melbourne, Florida , United States"
"L-1 Identity Solutions, Inc.",,"2,264 (Dec 08)",,,,"August 29, 2006","Stamford, Connecticut , U.S."
"L Brands, Inc.",Retailing,"59,200 (2017) [3]",http://www.lb.com,"Les Wexner , CEO",US$ 12.574 billion ( 2016 ) [1],1963 ; 56 years ago ( 1963 ),"Columbus , Ohio , U.S."
"Kid Brands, Inc.",,304,"http://www.kidbrandsinc.com/,https://www.wikidata.org/wiki/Q6404433?uselang=en#P856","Guy Paglinco, CFO David Sabin, Division President Richard Schaub Jr., Division President",,"Oakland, New Jersey (1963)","East Rutherford, New Jersey"
Banco de Chile.,Banking,"14,581",http://bancochile.cl,Pablo Granifo Lavín ( Chairman ) Arturo Tagle Quiroz (CEO) Andrónico Luksic Craig ( Vicepresident ) Francisco Aristeguieta Silva ( Vicepresident ),US$ 3.8 billion (2017),1893,"Santiago, Chile"
KT Corporation,Telecommunications,"32,186 (December 2012)",https://corp.kt.com/eng/,Chang-Gyu Hwang ( CEO ),"KRW 20,166,817 million (2012) [1]","September 28, 1885 ; 134 years ago ( 1885-09-28 ) (as Korea Telegrams Hansung Administration) Hansung , Joseon (now Seoul , South Korea ) December 10, 1981 ; 37 years ago ( 1981-12-10 ) (as Korean Telecommunications Authority, KTA) Seongnam , South Korea","Bundang District , Seongnam , South Korea"
L. S. Starrett Company,,,"http://www.starrett.com/,https://www.wikidata.org/wiki/Q6456630?uselang=en#P856",,,,
Kraton,,,http://kraton.com,,,,
Korea Electric Power Corporation,Electric utility,"20,705 (2015)",http://www.kepco.co.kr/eng,Jong-Kap Kim (president and CEO),KRW 58.95 trillion (2015) [1],26 January 1898 ; 121 years ago ( 26 January 1898 ) (as Seoul Electric Company) 1 July 1961 ; 58 years ago ( 1 July 1961 ) (as Korea Electric Company),"Naju , South Jeolla , South Korea"
Korn Ferry,Professional services,"7,500 (2018) [4]",http://www.kornferry.com/,Gary Burnison ( CEO ) [1],US $ 1.819 billion (FY18) [2],"November 14, 1969 ; 49 years ago ( 1969-11-14 )","1900 Avenue of the Stars , Los Angeles, California , USA"
La-Z-Boy Inc.,Furniture,"8,950 (2017)",http://www.la-z-boy.com/,"Kurt L. Darrow, Chairman, President and CEO [1]",US$ 1.52 billion (FY 2017) [1],1927,"Monroe, Michigan , U.S."
"Koppers, Inc.","Chemicals , railroad ties and other products, railroad bridge construction and repair, wood preservation","2,100",http://www.koppers.com/,"Leroy M. Ball , president and chief executive officer Steven R. Lacy senior vice president, administration, general counsel and secretary, Michael J. Zugay , chief financial officer James A. Sullivan , senior vice president, global carbon materials and chemicals Thomas D. Loadman , vice president and general manager, railroad and utility products and services. Paul Goydan , senior vice president, performance chemicals, David Hillenbrand, chairman of the board of directors",$1.16 billion USD,1912 (original company) 1988 (re-established),"Koppers Tower Pittsburgh, Pennsylvania"
Kohl's Corporation,Retail,"85,000 (2017)",https://www.kohls.com/,Michelle Gass ( CEO & Director) [2] [3],US$ 20.229 billion (2018) [4],"September 12, 1962 ; 57 years ago ( 1962-09-12 ) Milwaukee , Wisconsin , U.S.","Menomonee Falls , Wisconsin U.S."
KKR & Co. Inc.,Financial services: private equity (1976–present) investment banking (2004–present),"1,184 [5] (2017)","http://www.kkr.com/,https://www.wikidata.org/wiki/Q1570773?uselang=en#P856",Henry Kravis ( Co-Chairman / Co-CEO ) George R. Roberts (Co-Chairman/Co-CEO),US$ 1.865 billion (2017) [2],1976 ; 43 years ago ( 1976 ) (as Kohlberg Kravis Roberts & Co.),"Solow Building New York City, New York, U.S."
Cohen,Manufacturing,,https://www.knoll.com/,Andrew B. Cogan - CEO,,1938,"East Greenville , Pennsylvania , United States"
Knight Capital Group,Financial Services,"1,418 (2012)",https://web.archive.org/web/20100114205913/http://www.knight.com/,"Thomas Joyce, chairman and chief executive officer",$1.404 billion USD (2011),1995,"Jersey City , New Jersey , United States"
Knight-Swift Transportation Holdings Inc.,Motor transportation-trucking,"~25,400 (2017)",http://www.knighttrans.com,Kevin P. Knight ( executive chairman ) Gary J. Knight ( executive vice chairman ) David A. Jackson ( president & CEO ) Adam W. Miller ( CFO ),US$ 2.43 billion (2017),"Knight Transportation : 1990 ; 29 years ago ( 1990 ) Swift Transportation : 1966 ; 53 years ago ( 1966 ) Knight & Swift Merger : September 8, 2017 ; 2 years ago ( 2017-09-08 )","Phoenix , Arizona, U.S."
The Kroger Co.,Retail,"443,000 (2017) [3]","http://www.thekrogerco.com,http://www.kroger.com",Rodney McMullen ( CEO & Chairman ),US$ 121.16 billion (2019) [2],"1883 ; 136 years ago ( 1883 ) Cincinnati , Ohio , U.S.","Cincinnati, Ohio , U.S."
Kirby Corporation,Maritime,"~3,100 (2016)",http://kirbycorp.com/,Joseph H. Pyne ( Chairman of the Board ) David W. Grzebinski ( President & CEO ) William G. Harvey [1] ( Vice President & CFO ),US$ 1.77 billion (2016),"January 31, 1969 ( 1969-01-31 )","Houston, Texas , United States"
Eastman Kodak Company,Graphic arts Imaging technology Consumer products,"5,400 (2018) [3]",http://www.kodak.com/corp/default.htm,Jim Continenza (Executive Chairman),US$ 1.325 billion (2018) [2],"September 4, 1888 ; 131 years ago ( 1888-09-04 ) [1]","Kodak Tower Rochester , New York , U.S."
Kimco Realty Corporation,Real estate investment trust,546 (2017),http://www.kimcorealty.com/,"Conor C. Flynn, CEO Milton Cooper, Chairman , Glenn G. Cohen, CFO",$1.183 billion (2017),1958 ; 61 years ago ( 1958 ),"New Hyde Park, New York"
Key Energy Services,Oilfield services,"7,500 worldwide",http://www.keyenergy.com/,,,1977,"Fulbright Tower Houston , Texas"
Kinross Gold Corporation,Metals and Mining,,http://www.kinross.com,"J. Paul Rollinson, President and CEO [1]","$ 3,303.00 million (2017)",1993,"Toronto , Ontario , Canada"
"Keysight Technologies, Inc.",Electronics,"12,600 [4] (2017)",http://keysight.com,Ronald S. Nersesian ( CEO ) & ( President ) [2],US$3.19 billion (2017) [3],2014 ; 5 years ago ( 2014 ),"Santa Rosa, California , United States [1]"
Keurig Dr Pepper Inc.,Food and beverage Appliance manufacturing,,http://www.keurigdrpepper.com/,Robert Gamgort (Executive Chairman and CEO),,"1981 ; 38 years ago ( 1981 ) (as Green Mountain Coffee Roasters) Waitsfield, Vermont , U.S. [1]","Burlington, Massachusetts , U.S. Plano, Texas , U.S."
Kennametal Inc.,Metals,"approximately 10,000 worldwide",http://www.kennametal.com/,"Christopher Rossi, President and CEO",$2.4 billion USD,1938,"Pittsburgh, Pennsylvania"
"Kenneth Cole Productions, Inc.",,,http://www.kennethcole.com,,,1982 ( 1982-MM ),"New York City , United States"
Kimberly-Clark Corporation,Personal care,"~42,000 (December 2017) [2]",http://www.Kimberly-Clark.com,Michael D. Hsu ( Chairman & CEO ) Maria Henry ( SVP & CFO ),US$ 18.5 billion (2018) [1],"1872 ; 147 years ago ( 1872 ) Neenah , Wisconsin , U.S.","Irving , Texas , U.S. (since 1985)"
Kemper Corporation,Insurance,"8,100 (2018) [1]",http://kemper.com,"Robert J. Joyce , Chairman, Joseph P. Lacher (CEO)","US$ 3,725.1 million (2018) [1]",1990,"200 East Randolph St. Chicago, Illinois , U.S."
Kenon Holdings,,,http://www.kenon-holdings.com/,"Idan Ofer , Owner Robert L. Rosen , CEO Mark Hasson , CFO",,2015 ; 4 years ago ( 2015 ),Singapore
KEMET Corporation,Electronics,"14,850 (Mar 31, 2018)",http://kemet.com,William M. Lowe Jr ( Chief Executive Officer ) Gregory Thompson ( Chief Financial Officer ) Philip M. Lessner ( Chief Technology Officer ) Susan Barkal ( Chief Compliance Officer ),"$ 1.2B (Mar 31, 2018)",1919,"Fort Lauderdale, Florida , United States"
KeyBank,Financial services,"17,999 [1] (2019)",http://www.key.com/,"Beth E. Mooney, Chairwoman & CEO Donald R. Kimble, CFO",$6.868 billion (2017),"1825 ; 194 years ago ( 1825 ) in Albany, New York","Cleveland, Ohio , USA"
KCG Holdings,Financial Services,"1,093 (2014) [1]",http://www.kcg.com,"Daniel Coleman, Chief Executive Officer",US$ 1.316 billion (2014) [1],2013 from merger of Knight Capital Group and Getco LLC,"New York City , New York , United States"
KB Home,Homebuilding,"1,915 [3] (2017)",,Jeffrey T. Mezger ( CEO ) [1],US$ 3.59 billion (2016) [2],1957 ( 1957 ),"Westwood , Los Angeles , California , United States of America"
KB Kookmin Bank,,"26,000",https://omoney.kbstar.com/quics?page=oeng#loading,"Hur Yin, ( CEO )",US$ 26.5 billion  (2012),1963 ; 56 years ago ( 1963 ),"Jung-gu , Seoul , South Korea"
"Kadmon Corporation, LLC.",Biotechnology,101 [1],https://kadmon.com,"Harlan W. Waksal, MD, CEO Anastasios G. Konidaris, Interim Chairman",,2009,"450 East 29th Street, New York, NY 10016 , United States"
The Kellogg Company,Food processing,"34,000 (2018) [1]","http://kelloggs.com,http://kelloggcompany.com",Steven Cahillane (Chairman & CEO),US$ 13.547 billion [1] (2018),"February 19, 1906 ; 113 years ago ( 1906-02-19 ) (as Battle Creek Toasted Corn Flake Company) Battle Creek , Michigan , U.S.","Battle Creek, Michigan , U.S."
