Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Pembina Pipeline Corporation,Petroleum industry Pipeline transport Storage,1260 (2016) [3],http://www.pembina.com,"Lorne B. Gordon chair,dir R.Michaleski pres,ceo,dir Peter D. Robertson cfo,vp Michael H. Dilger coo,vp","C$7,351 mil 2018 36% [1] [2]","September 24, 1954 ( 1954-09-24 )","Calgary , Canada"
Pizza Pizza Ltd.,Food delivery Franchising Quick Service Restaurants,,http://www.pizzapizza.ca/,Paul Goddard (CEO),,"December 31, 1967","Toronto , Ontario , Canada"
Osisko Gold Royalties Ltd,Mining,450,http://www.osiskogr.com,"Victor Bradley, Chairman Sean Roosen, President & Executive Robert Wares, Executive VP",$ 665.375 mil ( 152.6%)(2012) [1],1982,"Montreal, Quebec , Canada"
Pengrowth Energy Corporation,Oil and natural gas,300 (2008) [1],http://www.pengrowth.com,"John Zaozirny , Chairman Derek Evans, CEO Christopher G. Webster, CFO",,"Calgary , Alberta , Canada (1988)","Headquarters in Calgary; oil, oil sands, and gas wells in British Columbia , Alberta, Saskatchewan , and offshore of Nova Scotia"
Partners REIT,REIT - Retail,20 (2017) [1],http://www.partnersreit.com/,,,,"Toronto, ONT , Canada"
OpenText Corporation,Computer software,"12,200 (as of Aug, 2018)","http://www.opentext.com/,https://www.wikidata.org/wiki/Q2025791?uselang=en#P856","Mark Barrenechea, CEO & CTO",US$ $2.815 billion ( FY 2018 [1] ),1991 ; 28 years ago ( 1991 ),"Waterloo, Ontario , Canada"
Pan American Silver Corporation,Metals,"7,300",http://www.panamericansilver.com,"Michael Steinmann, CEO",US$301 million (2007),1994,"Vancouver , Canada"
Orocobre Limited,Mining,,http://www.orocobre.com.au,,,,"Brisbane , Australia"
Onex Corporation,"Private Equity , Private Debt, Public Equity, Public Debt",,https://www.onex.com/,Gerry Schwartz (CEO/Chairman),,1984 ; 35 years ago ( 1984 ),"Toronto, Ontario , Canada"
Pollard Banknote Income Fund,Business Services,,http://www.pollardbanknote.com,John Pollard,,,"Winnipeg, Manitoba , Canada"
OceanaGold Corporation,Gold Mines,,http://www.oceanagold.com,"Mick Wilkes, CEO",,1989,"Melbourne , Australia"
Oncolytics Biotech Inc.,Biopharmaceutical,,http://www.oncolyticsbiotech.com,"Matt Coffey Ph.D. - President, and Chief Executive Officer, Chief Operating Officer; Kirk Look, CA - Chief Financial Officer; Andres A. Gutierrez, M.D., Ph.D. - Chief Medical Officer; Andrew de Guttadauro, President, Oncolytics Biotech (U.S.) Inc.",,"1998 Calgary, Alberta , Canada","Calgary, Alberta , Canada"
Obsidian Energy Ltd.,Oil and natural gas,300 (2017) [1],http://www.obsidianenergy.com,"David L. French, President, CEO",,"Calgary , Alberta , Canada (1979)",Headquarters in Calgary; oil and gas wells throughout western Canada
Nutrien Ltd.,Agriculture,"20,000 (2018)",https://www.nutrien.com/,"Charles Magro ( President , CEO , and Executive Chair )",,2018,"Saskatoon , Saskatchewan , Canada"
Northland Power Inc.,Power generation,363 [1],http://www.northlandpower.com,"James Temerty, Chairman Mike Crawley , CEO Paul Bradley, CFO Troy Patton, COO Morten Melin, EVP Construction David Povall, EVP Development",C$ 1.56 billion (2018) [1],1987,"Toronto, Ontario , Canada"
Norbord Inc.,Engineered Wood Products,"2,700 [1]",http://www.norbord.com,"Peter Wijnbergen (CEO), J Peter Gordon (Chair), J. Barrie Shineton (Vice Chairman of the Board)",,,"Toronto, Ontario , Canada"
New Gold Inc.,Mining,1720 (Dec 2012),http://www.newgold.com/,"Ian Pearce, Chair Hannes Portmann, President and CEO Brian W. Penny, CFO Cory Atiyeh, VP of Operations",$ 695.939 mil (2011) 31.2% [1],1980,"Toronto , Canada"
Optiva Inc.,Telecommunications,>500,"http://www.optiva.com,https://www.wikidata.org/wiki/Q7306001?uselang=en#P856","Ms. Danielle Royston, CEO",,,"Toronto, Ontario , Canada"
NOVAGOLD,Gold exploration,,http://www.novagold.com,Greg A. Lang,,,"Vancouver, British Columbia , Canada"
NFI Group Inc.,Manufacturing Automotive,,https://www.nfigroup.com,Paul Soubry ( CEO),,1930 ( 1930 ) (as Western Auto and Truck Body Works Ltd ),"Winnipeg , Manitoba , Canada"
North American Palladium,Mining,,http://www.napalladium.com,"Jim Gallagher, President and Chief Executive Officer",,1968,"Toronto , Ontario"
The North West Company Inc.,Grocery fur general merchandise,"6,805 [1]",http://www.northwest.ca,"Edward S. Kennedy, President & CEO",,1987,"Winnipeg , Manitoba , Canada"
Morneau Shepell Ltd.,Professional services,"6,000 [2]",http://www.morneaushepell.com/,"Stephen Liptrap , president and chief executive officer Scott Milligan , executive vice president and chief financial officer Gillian Denham , chair of the board",$722.3 million CAD (2018) [1],1966 ; 53 years ago ( 1966 ),"Toronto, Ontario , Canada"
National Bank of Canada,Banking,"21,635 (F2017) [3]",http://www.nbc.ca,Louis Vachon ( CEO ),C$ 6.6 billion (F2017) [3],1859 [1] [2],"Montreal , Quebec , Canada"
Knight Therapeutics Inc.,,,,Jonathan Goodman (CEO) Samira Sakhia (President),$6.16 million (2019),1995,"Montreal , Quebec , Canada"
Kinross Gold Corporation,Metals and Mining,,http://www.kinross.com,"J. Paul Rollinson, President and CEO [1]","$ 3,303.00 million (2017)",1993,"Toronto , Ontario , Canada"
Katanga Mining Limited,mining,"6,400 [2]",http://www.katangamining.com,,,1996 [1],"Whitehorse, Yukon , Canada"
Mountain Province Diamonds Inc.,Mining,,http://www.mountainprovince.com/,Jonathan Comerford - Chairman and Director Stuart Brown - President and CEO,,,"Toronto , Canada"
Kinaxis Inc.,IT services,500,https://www.kinaxis.com/,John Sicard (President and CEO) Paul Carreiro (Chief Revenue Officer) Richard Monkman (Chief Financial Officer),CAD$156million,1984 ; 35 years ago ( 1984 ),"700 Silver Seven Rd Kanata , Ottawa , Ontario , Canada"
MTY Food Group Inc.,,,http://www.mtygroup.com/,"Stanley Ma PRES,CHAIR,CEO Claude St-Pierre COO,SEC,DIR [1] Stephen A. Stone DIR Murat Armutlu DIR Jason Lin DIR",$ 2.0 billion systemwide $ 101.36 million (2013) [2] systemwide $725.8 million $ 51.40 million (2009) [3] systemwide $400 million [4],1979 ; 40 years ago ( 1979 ) as Le Paradis du Pacifique,"Saint-Laurent , Montreal , Quebec , Canada"
The Keg Steakhouse and Bar,Restaurants,,http://kegsteakhouse.com,"David Aisenstat (former owner, now senior Recipe Unlimited executive and Director )",,"North Vancouver , British Columbia (1971)","Richmond , British Columbia , Canada"
Just Energy Group Inc.,Energy Marketing,"1,000+ (December 2011) [2]",https://www.justenergy.com,Rebecca MacDonald ( Executive Chair ) R. Scott Gahn (CEO) [1],,1997,"Mississauga , Ontario, CA , Houston, Texas, USA"
Ivanhoe Mines Ltd.,Mining & Exploration,,http://www.ivanhoemines.com,Robert Friedland,,,"Vancouver , Canada"
Intermap Technologies,,180,http://www.intermap.com/,"Patrick A. F. Blott, Chairman and CEO",,"February 25, 1997","Douglas County , CO United States"
Keyera Corp.,Petroleum industry Pipeline transport Storage Midstream energy sector [1],900 (March 2015),http://www.keyera.com,,,1998,"Calgary , Canada"
Interfor Corporation,Lumber manufacturer,3400,http://www.interfor.com,Duncan K. Davies (President & CEO) Lawrence Sauder (Chair) [1],$1.4 billion CAN (2014),"May 6, 1963 ( 1963-May-06 )","Vancouver , Canada"
Inter Pipeline Ltd.,Petroleum industry Pipeline transport Storage,659 (Dec 2012),http://www.interpipeline.com,"Chris Bayle CEO, President",$1187.0 mil 2012 [1] [2] 11.6%,"November 27, 1997 ( 1997-11-27 )","Calgary , Canada"
Innergex Renewable Energy,Electric generation,,http://www.innergex.com,"Michel Letellier, President & CEO Jean La Couture, Chairman",C$ 576.6 million (2018) [1],1990,"Longueuil, Québec , Canada"
Indigo Books & Music Inc.,Bookselling,"7,000 (2017), [1]",http://www.indigo.ca/,Heather Reisman ( CEO ) Hugues Simard ( CFO ),$1.079 billion CDN (2017),1996 ; 23 years ago ( 1996 ),"Toronto , Ontario , Canada"
Intact Financial,Insurance,"Over 13,000 (2017) [1] : 4","http://www.intactfc.com,https://www.wikidata.org/wiki/Q3152974?uselang=en#P856","Claude Dussault Chairman Charles Brindamour CEO Jean-Francois Blais President, Intact Insurance Louis Marcotte SVP, CFO Louis Gagnon President, DTCD Frédéric Cotnoir SVP-Corp/Legal Serv.& Secretary Mark A. Tullis EVP Governance & Capital Management Lilia Sham SVP, corporate Development Benoit Morissette SVP, CRO Lucie Martel SVP-HR","CA$ 8,747 million (2017) [1] : 50",1809,"Toronto , Ontario , Canada"
IGM Financial Inc.,Asset Management,"4,643 (2011) [2]",http://www.igmfinancial.com,"Jeffrey R. Carney - President & CEO Luke Gould - EVP, CFO Rhonda Goldberg - EVP, General Counsel",,1926,"Winnipeg , Manitoba , Canada"
Information Services Corporation,Registry services,368 (December 2018),http://www.isc.ca,"Jeff Stusek, President and CEO",$119.1 million (2018),January 2000,"Regina, Saskatchewan , Canada"
Imperial Metals Corporation,Metals and Mining,,http://www.imperialmetals.com,"J. Brian Kynoch, President and Director",C$ 187.8 Million (2013) [1] 5.8%,1959 Imperial Metals and Power Ltd,"Vancouver , Canada"
IBI Group Inc.,Professional services Architecture design Landscape architecture Engineering Civil engineering,"2,600 (2019)",http://www.ibigroup.com,Scott Stewart-CEO David Thom-President,,1974,"Toronto , Ontario , Canada"
Iamgold Corporation,Gold mining,"4,458 [2] (2016)",http://iamgold.com,Donald K. Charter ( Chairman ) Stephen Letwin ( President & CEO ) Gordon Stothart ( EVP & COO ) Carol Banducci ( EVP & CFO ),"US$1,094.9 million [1] (2017)",27 March 1990 (29 years ago) ( 1990-03-27 ) in Canada,"Toronto, Ontario , Canada"
InterRent Real Estate Investment Trust,REITs,,http://www.interrentreit.com/,Mike McGahan ( Chief executive officer ) Brad Cutsey ( President ) [1],,2006,"Ottawa , Ontario , Canada"
Industrial Alliance Insurance and Financial Services Inc.,"Life and health insurance , financial services","5,700 (June 2017) [3]",https://ia.ca/,"Denis Ricard ( President , CEO )",C$ 3.681 bil Yd Jun11 6.5%,1892,"Quebec City , Quebec , Canada"
Imperial Oil Limited,Petroleum [2],"5,263 (2012) [2]",http://www.imperialoil.ca,"Richard Kruger , Chairman , President & CEO [3] [4]",$26.888 billion CAD (2015) [2],1880 ; 139 years ago ( 1880 ),"Calgary , Alberta , Canada"
Husky Energy Inc.,Oil and gas,"5,500 [3]",http://www.huskyenergy.com,"Rob Peabody, President & CEO","$22.4 billion, net of royalties (2015) [2]",1938 as Husky Refining Company,"Calgary , Alberta , Canada"
Hudbay Minerals Inc.,,,http://www.hudbayminerals.com/,,,"1996 (as Pan American Resources Inc.) 1927 (as Hudson Bay Mining and Smelting Co., Limited) [1]","Toronto , Ontario , Canada"
Home Capital Group Inc.,Credit Mortgage lending,704 (Average during 2018),http://www.homecapital.com/index.asp,Yousry Bissada CEO Brad Kotush CFO,,1977,"Toronto , Canada"
Hydro One,Electric Utilities,"5,422 regular employees (2017) 2,018 temporary, contract and part-time employees (2017) 7,682 pensioners (2014) [4]",http://www.hydroone.com/,Mark Poweska CEO Tom Woods Chair of the Board,CA$ 5.990 Billion (2017) [1],"Toronto , Ontario , Canada (1999)","Toronto, Ontario, Canada"
Héroux-Devtek Inc.,Aerospace,1342,http://www.herouxdevtek.com/,Gilles Labbe,,1942,"Longueuil, Quebec , Canada"
Groupe TVA,Diversified media and broadcasting,,http://groupetva.ca/,"Pierre Karl Péladeau , CEO Pierre Francoeur , President ;",,,"Montreal , Quebec , Canada"
H&R Real Estate Investment Trust,REIT - Commercial,,http://www.hr-reit.com,Thomas J. Hofstedter (President and Chief executive officer ),,1996,"Toronto, Ontario , Canada"
Great-West Lifeco Inc.,Wealth management Life and Health insurance,"19,000 (2008) [3]",http://www.greatwestlifeco.com,"Raymond McFeetors chair P. A. Mahon pres,ceo,chair William Lovatt cfo,exVP Bob Reynolds pres,ceo USA op William Acton pres,ceo Canada Life Capital Corp Arshil Jamal exVP CapMan",C$ 10.529 bil Ytd June'13 26% [2],1847 ; 172 years ago ( 1847 ) as Canada Life Assurance Company,"Winnipeg , Canada"
The Green Organic Dutchman,Cannabis,,https://www.tgod.ca,,,,"Mississauga, Ontario , Canada"
Guyana Goldfields,Mining,,https://www.guygold.com/,Scott A. Caldwell (President and Chief executive officer ),,,"Toronto , Ontario , Canada"
Guardian Capital Group,Financial Services,,http://www.guardiancapital.com/,George Mavroudis CEO ),132.9 million USD (2015),1962,"Toronto, Ontario , Canada"
Great Canadian Gaming Corporation,Gaming and Hospitality,"9,400 (2018)",https://gcgaming.com/,Rod N. Baker ( Chairman and Chief executive officer ),,1982,"Coquitlam , British Columbia , Canada"
Granite Real Estate Investment Trust,Real estate,,http://www.granitereit.com/,"Kelly Marshall, Chairman of the Board, Kevan Gorrie, President and Chief Executive Officer",,,"Toronto, Ontario , Canada"
Hudson's Bay Company,,,http://www.hbc.com,Richard Baker (Governor & executive chairman) Helena Foulkes (CEO),CA$9.4 billion (2018),"2 May 1670 ; 349 years ago ( 2 May 1670 ) London , England","8925 Torbram Rd, Brampton , Ontario , Canada"
Goodfood Market Corp.,Food / Grocery,,https://www.makegoodfood.ca,Jonathan Ferrari ( Chief Executive Officer ) Neil Cuggy ( Chief Operating Officer ) Philippe Adam ( Chief Financial Officer ),,2014,"Montreal , Quebec , Canada"
goeasy Ltd.,Financial services,,http://www.goeasy.com/,"David Ingram (Executive Chairman), Jason Mullins (President and CEO)",,1990,"Mississauga , Ontario , Canada"
Glacier Media Inc.,"Business information, business media, community media","2,224 (2017)",http://www.glaciermedia.ca,"Sam Grippo, chairman Jonathon J.L. Kennedy, CEO Orest Smysnuik, CFO",C$260 million (2015) [1],"March 23, 1988","2188 Yukon Street, Vancouver , British Columbia , Canada"
Gildan Activewear Inc.,"Textile , clothing","42,000 (2015) [1]",http://gildan.com,"Glenn J. Chamandy ( CEO ), Rhodri J. Harries ( CFO )",US$ 1.95 billion ( FY 2015 ) [1] [a],1984,"Montreal , Quebec , Canada"
Gran Tierra Energy Inc.,,,http://www.grantierra.com,,,"Calgary, Alberta , Canada (6 June 2005 ( 2005-06-06 ) )",
Gibson Energy Inc.,Oil and gas,,http://www.gibsons.com,"James M. Estey, Chairman Steve Spaulding, CEO","C$ 5,592 million (2015)",1953,"Calgary , Alberta , Canada"
Golden Star Resources,Gold Mining,,http://gsr.com/,,,1992,"Toronto , Ontario , Canada"
Great Panther Silver,Mining,,"http://www.greatpanther.com,https://www.wikidata.org/wiki/Q47484831?uselang=en#P856",Jim Bannantine (CEO),,1965,"Vancouver, British Columbia , Canada"
Frontera Energy,Oil and Gas,,http://www.fronteraenergy.ca,"Richard Herbert, ( CEO )",,2009,"Toronto , Ontario , Canada"
Franco-Nevada Corporation,Mining Oil & gas,,http://www.franco-nevada.com,"Pierre Lassonde (Chairman), David Harquail (CEO)",US$ 653 million (2018) [1],,"Toronto , Canada 2007 ( 2007 )"
Fortis Inc.,Electricity generation & distribution,"5,936 (2008) [1]",http://www.fortisinc.com,"Barry V. Perry, President & CEO",$6.7 billion CAN,1987,"St. John's, Newfoundland and Labrador , Canada"
George Weston Limited,"Food processing , Food distribution","140,800 (2012)",http://www.weston.ca,Galen Weston Jr. (Executive Chairman and CEO),$48.033 billion CAN (2017),"Toronto , Ontario , Canada (1882)","Toronto, Ontario , Canada"
Freshii,Fast casual dining,,https://freshii.com/,,,"September 2005 ; 14 years ago ( 2005-09 ) (as Lettuce Eatery) Toronto , Ontario , Canada","Toronto, Ontario, Canada"
First Quantum Minerals Ltd.,Mining,"1,800 (2008) [4]",http://www.first-quantum.com,Philip K.R. Pascall ( CEO and Chairman ) [3],,1983 [1],"Vancouver , British Columbia , Canada [2]"
First Majestic Silver Corp.,Mining,"3,563 December 2012",http://www.firstmajestic.com,"Robert A. McCallum chair Keith Neumeyer pres,ceo,dir Raymond L. Polman cfo",US$ 245.5 million [1],2002,"Vancouver , Canada"
Fortuna Silver Mines Inc.,Silver Mining,,https://www.fortunasilver.com/,Jorge Ganoza ((President and Chief executive officer ) Simon Ridgway (Chairman of the Board),,1990,"Vancouver, British Columbia , Canada"
FirstService Corporation,Real estate services,,http://www.firstservice.ca,"D. Scott Patterson (President and Chief executive officer ), Jay S. Hennick (Chairman)",,1989,"Toronto, Ontario , Canada"
Fairfax Financial Holdings Limited,Insurance,"8,200 (2010)",http://www.fairfax.ca/,V. Prem Watsa ( Chairman & CEO ),US$10.017 billion (2014) [1],1985,"Toronto-Dominion Centre Toronto , Ontario , Canada"
Forsys Metals,Mineral exploration,,http://forsysmetals.com/,,,2004 (listed),"Toronto , Canada"
Extendicare,Healthcare,"23,000 (2018)",http://www.extendicare.com,Michael Guerriere ( CEO ),,,"Markham, Ontario , Canada"
EXFO,Telecommunications,1600 (2012),http://www.exfo.com/,"Germain Lamonde , President and CEO",$269.7 million USD (2011),1985,"Quebec City , Quebec , Canada"
First Capital Realty,Commercial Real Estate,,,Adam E. Paul (President and Chief executive officer ),$676 million CAD (2016),1994,"Toronto , Ontario , Canada"
Finning,Industrial Equipment Wholesale,"13,000 (2018)","http://www.finning.com/,https://www.wikidata.org/wiki/Q1417770?uselang=en#P856","Douglas W.G. Whitehead , Board Chair L. Scott Thomson , President & CEO",$6.265 billion CAN (2017) [2],"Vancouver , British Columbia (1933) [1]","Vancouver , British Columbia"
Evertz Microsystems Limited,Broadcast engineering,2200,http://www.evertz.com,Romolo Magarelli ( CEO ) Douglas DeBruin ( Chairman ) Rakesh Patel ( CTO ),CAD$ 293.4 million (2012),"Scarborough , Ontario (1966)","Burlington, Ontario , Canada"
Equitable Bank,Banking,600 [2] (2018),https://www.equitablebank.ca/,Andrew Moor (CEO) [1],,1970,
Enerplus Corporation,Oil & Gas Drilling & Exploration,800 (2012) [1] [ unreliable source? ],http://www.enerplus.com,Ian Dundas ( CEO ),,,"Calgary, Alberta , Canada"
Exco Technologies Limited.,Machine Tools & Accessories,Approx. 6000 [1],http://www.excocorp.com,Brian A. Robbins,,,"Markham, Ontario , Canada"
Ensign Energy Services Inc.,Oil and Gas Equipment & Services,"8,500 (2016)",http://www.ensignenergy.com,N. Murray Edwards ( Chairman ),,1987,"Calgary , Alberta , Canada"
Etrion Corporation,Renewable Energy,,http://www.etrion.com,"Ashley Heppenstall ( Chairman ) , Marco A. Northland (Chief Executive Officer and Director) , Christian Lacueva (Chief Financial Officer) , Ian H. Lundin (Director) , Aksel Azrac (Director) ,Garrett Soden (Director)",US $ 49.6 million (2014),2008,"Miami , Florida, United States"
Enerflex Ltd.,Oil and Natural Gas,"2,200",http://www.enerflex.com,"J. Blair Goertzen , President & CEO James D. Harbilas, Executive Vice President & CFO",$1.405 billion CAN (2018),"Calgary , Alberta (1980)","Calgary , Alberta , Canada"
Empire Company Limited,Conglomerate / Holding company,"34,637 (2008) [2]",http://www.empireco.ca,"Michael Medline, President and CEO",$20.993 billion CAD (2014),1963 ; 56 years ago ( 1963 ),"Stellarton , Nova Scotia , Canada"
Encana Corporation,Petroleum industry,"2,065 (2018)",https://www.encana.com/,"Doug Suttles , President and CEO Clayton H. Woitas, Chairman Sherri A. Brillon, CFO",$5.939 billion (2018),"April 4, 2002 ; 17 years ago ( 2002-04-04 )","Calgary, Alberta , Canada"
Eldorado Gold Corporation,Mining,"4,300 (end 2018) [3]",https://www.eldoradogold.com/,George Burns (President & CEO) Philip Yee (EVP & CFO) Paul Skayman (EVP & COO) Timothy Garvin (EVP and General Counsel) Jason Cho (EVP & Chief Strategy Officer),US$459.0 million (2018) [1],1992 but amalgamated as Eldorado Gold Corporation in 1996,"Vancouver , British Columbia , Canada"
Emera Incorporated,Electric & Gas Utilities,"7,500 (2018)",http://www.emera.com,Scott Balfour ( CEO ),C$ 6.5 Billion (2018) [1],,"Halifax , Nova Scotia , Canada"
ECN Capital Corporation,Equipment Financing,,http://ecncapitalcorp.com/,Steven Hudson ( Chief executive officer ) Jim Nikopoulos (President),,2016,"Toronto, Ontario , Canada"
Endeavour Mining Corporation,Gold Mining,,http://www.endeavourmining.com,,,,"Operations: Abidjan , Côte d'Ivoire Corporate: London"
Enbridge Inc.,Oil and gas,"11,000+",http://www.enbridge.com,Gregory L. Ebel ( Chair ) Al Monaco ( CEO ),C$32.9 billion [1],"April 30, 1949 ( 1949-04-30 ) (as Interprovincial Pipe Line Company)","Calgary , Alberta , Canada"
Dundee Corporation,,,http://www.dundeecorporation.com,,,,"Toronto, Ontario , Canada"
Dream Office Real Estate Investment Trust,REIT - Office,,http://www.dream.ca/office,Michael Cooper,,2003,"Toronto, Ontario , Canada"
The Descartes Systems Group Inc.,Computer software Cloud computing Supply chain management,1550+,http://www.descartes.com,"Edward J. Ryan, CEO J. Scott Pagan, President and COO Allan Brett, CFO",US$ $275.2 million ( FY 2019) [1],"May 22, 1981 ; 38 years ago ( 1981-05-22 )","Waterloo, Ontario , Canada"
D-BOX Technologies Inc.,Entertainment,,http://www.d-box.com,,,"June 19, 1998 ; 21 years ago ( June 19, 1998 )","Longueuil , Quebec , Canada [1]"
Dorel Industries Inc.,Conglomerate,"10,000 (2018)",http://www.dorel.com,Martin Schwartz Jeffrey Schwartz Alan Schwartz Jeff Segel Peter Woods,US$ 2.603 billion (2017),1962 ; 57 years ago ( 1962 ),"Montreal , Quebec , Canada"
Dollarama,Retail,"Around 20,000 (2016) [4]",http://www.dollarama.com/,"Neil Rossy, CEO [2] Larry Rossy (Executive Chairman)",$2.9 billion CAD (2016) [3],1992,"Montreal , Quebec , Canada"
"Currency Exchange International, Corp",Financial Services,200 +,http://www.ceifx.com,,,1998 ( 1998 ),"Orlando , Florida , United States"
Denison Mines Corp.,"Mining , Industrial Metals & Minerals",70 (2018) [1],http://www.denisonmines.com,Ron Hochstein P.eng. ( CEO ),,as Denison Mines Inc. 1985,"Toronto , Ontario , Canada"
Detour Gold Corporation,Mineral exploration,35 Dec. 2010,http://www.detourgold.com,,,2006,"Toronto , Ontario , Canada"
Crombie REIT,Real estate investment trust,,https://web.archive.org/web/20080612235323/http://www.crombiereit.com/,,,"February 4, 1964","Stellarton, Nova Scotia"
Crescent Point Energy Corp.,Oil and gas industry,,http://www.crescentpointenergy.com,"Craig Bryksa, President and CEO Robert Heinemann, Chairman of the Board",CAD$3.4 billion (2018),2001 as Crescent Point Energy Ltd.,"Calgary , Alberta , Canada"
Cott Corporation,Business Services,"10,400",http://www.cott.com/,Chairman: David T. Gibbons President and CEO: Jerry Fowden CFO: Jay Wells,$2.3 Billion (2017),1952 ; 67 years ago ( 1952 ),"Mississauga, Ontario , Canada"
Crew Energy Inc.,"Oil , NGL's",71 Sept 2010,http://www.crewenergy.com,"John A.Brussa chair Dale O.Shwed pres,ceo,dir",,2003,"Calgary, AB"
Alimentation Couche-Tard Inc.,Retail (Convenience stores),"around 105,000 (2018) [1]",http://corpo.couche-tard.com/en/,"Alain Bouchard, Chairman Brian Hannasch, CEO",$ 51.4 billion (2018) [1],1980,"Laval , Quebec , Canada"
Constellation Software Inc.,IT services,"16,000",http://www.csisoftware.com,Mark Leonard (President and Chairman) Jamal Baksh (Chief Financial Officer) Mark Miller (Chief Operating Officer),US$3.1billion,1995 ; 24 years ago ( 1995 ),"Toronto , Ontario , Canada"
Computer Modelling Group Ltd.,Oil and gas,201-500,http://cmgl.ca,,C$ 84.86 million (2015) [1],1978 ( 1978 ),"Calgary , Alberta , Canada"
Corus Entertainment Inc.,"Mass media , broadcasting","5,000 (2016) [1]",http://www.corusent.com,Doug Murphy ( President / CEO ) Heather Shaw (executive chairperson),$1.647 billion CAD (2018),"September 1, 1999 ; 20 years ago ( September 1, 1999 )","Corus Quay Toronto , Ontario , Canada"
Cominar,,,"http://www.cominar.com,https://www.wikidata.org/wiki/Q56306354?uselang=en#P856","Sylvain Cossette (President and CEO), Alain Dallaire (Executive Vice President and COO)",,1965,"Quebec City , Quebec , Canada"
Corby Spirit and Wine Limited,Alcohol industry,310 [1],http://www.corby.ca,,,,"Toronto , Ontario , Canada"
CNOOC Limited,"Oil and gas, energy","5,377 [2] (2012)",http://www.cnoocltd.com,"Zhong Hua (CFO) Yang Hua (Chairman and CEO), [1] Yuan Guangyu (President)",,August 1999,"Hong Kong , China (registered office) Beijing ( de facto )"
Cogeco Inc.,Telecommunications,,"http://corpo.cogeco.com/cca/,http://www.cogeco.ca/",Philippe Jetté (President and CEO) [2],,"Trois-Rivières , Quebec , Canada (1957) [1]","Montreal , Quebec , Canada"
Choice Properties Real Estate Investment Trust,Real estate investment trust,,http://www.choicereit.ca/,John Morrison (President and Chief executive officer ),,2013,"Toronto , Ontario , Canada"
TWC Enterprises Limited,,,,,,"King City , Ontario , Canada (1993 ( 1993 ) )","King City , Ontario , Canada"
Colliers International,Real Estate,"17,000+",http://www.colliers.com,Jay S. Hennick (Chairman & CEO),,1976,"Toronto , Ontario Canada"
China Gold International Resources,Mining,,http://www.chinagoldintl.com/,,,,"Vancouver , Canada"
CI Financial Inc.,Investment Management,,https://www.cifinancial.com/,Kurt MacAlpine ( CEO ) Douglas Jamieson ( CFO ) Darie Urbanky ( COO ) Steven Donald ( CRO ),,1965,"Toronto , Ontario , Canada"
Chorus Aviation Inc.,,,http://chorusaviation.ca/,,,,
Centamin plc,Gold mining,,http://www.centamin.com,Josef El-Raghy ( Chairman ) Andrew Pardey ( CEO ),US$ 603.2 million (2018) [1],1970,"Mount Pleasant , Western Australia"
Chartwell Retirement Residences,Real Estate/Health Care,"13,000+",http://www.chartwell.com,,,2003,"Mississauga, Ontario , Canada"
Cenovus Energy Inc.,Oil and Natural gas,"~3,500 (2016)",http://www.cenovus.com,"Alex Pourbaix (CEO), Patrick D. Daniel (Board Chair)",$17.3 billion CAD (2017) [1],2009,"Calgary , Alberta , Canada"
Celestica Inc.,Electronics,"28,000 (2018) [1] )",https://www.celestica.com/,Rob Mionis ( CEO ),$6.68 billion USD (2018),1994,"Toronto , Ontario , Canada"
CCL Industries Inc.,Packaging & Containers,"20,000 (2016)",http://www.cclind.com,Geoffrey T. Martin ( CEO ),4.0 billion C$ (2016) [1],1951 as Connecticut Chemicals (Canada) Ltd,"Willowdale , Canada"
Cineplex Inc.,Film exhibitor Digital advertising,"Over 10,000 [1]",http://www.cineplex.com,,CAD$ 1.615 Billion (2018),1999 ; 20 years ago ( 1999 ),"1303 Yonge Street Toronto , Ontario M4T 2Y9"
Centerra Gold Inc.,Mining,,http://www.centerragold.com,"Stephen Lang, Chair Scott G. Perry, President and CEO",US$ 1.2 billion (2017),2004,"Toronto , Canada"
"Caribbean Utilities Company, Ltd.",Electric Utilities,190 [1],http://www.cuc-cayman.com,,,,Grand Cayman
Capital Power,Power Generation,"813 (as of December 31, 2018) [2]",http://www.capitalpower.com,CEO: Brian Vaasjo [1],"CAD$ 1,251 million",,"Edmonton , Alberta , Canada"
Cargojet,,,http://www.cargojet.com,Ajay K. Virmani (President & CEO),,2002,"Mississauga , Ontario , Canada"
Canfor Corporation,Forest Products,6047 (2015) [1],http://www.canfor.com/,"Don Kayne , CEO & President , Alan Nicholl , Senior VP, Finance and Chief Financial Officer ,",4.2 billion CAD (2016),"Vancouver , British Columbia , Canada","Vancouver , British Columbia , Canada"
Cascades Inc.,,"11,000 (2016)","http://www.cascades.com,https://www.wikidata.org/wiki/Q544004?uselang=en#P856",Mario Plourde ( CEO ),3.93 billion USD (2007) [1],1957,"Kingsey Falls, Quebec , Canada"
Capstone Infrastructure Corporation,Electricity Generation,,,"Michael Bernstein, President & CEO",C$138.48m,,"Toronto , Canada"
Canopy Growth Corporation,Cannabis,"3,000+","http://www.canopygrowth.com/,http://www.tweed.com/,http://www.spectrumcannabis.ca/",,C$ 40 million (2017) [1],2013 ( 2013 ),"Smiths Falls, Ontario , Canada"
