Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Manulife Financial Corporation.,Financial Services ( Insurance ),"34,000 employees and 63,000 agents (2015) [2]",http://www.manulife.com/,"Roy Gori , president and chief executive officer Richard DeWolfe , chairman of the board of directors",CA$ 53.3 billion (2016) [1],1887 ; 132 years ago ( 1887 ),"Toronto , Ontario , Canada"
Maanshan Iron and Steel Company Limited,Steel manufacturing,,http://www.magang.com.hk,Ding Yi (Chairman) [1],,1993,"Ma'anshan , Anhui province , China"
Lonking Holdings Limited ,Construction machinery,,https://www.lonkinggroup.com,Chairman : Mr. Zhang En-rong,,1993,"Longyan , Fujian , People's Republic of China"
Luoyang Glass Company Limited ,Glass manufacturing,,http://www.zhglb.com/,Chairman : Mr. Gao Tianbao General manager : Mr. Cao Mingchun,,1994,"Luoyang , Henan , People's Republic of China"
Lippo Limited,,,http://www.lippoltd.com.hk,Mochtar Riady (Hon. Chairman ) Stephen Riady ( Chairman ) John Lee ( MD & CEO ),HK$3.857 billion (2015–16),30 January 1973 ; 46 years ago ( 1973-01-30 ),"24/F, Tower 1, Lippo Centre , Hong Kong Island , Hong Kong"
Mingyuan Medicare Development,Biomedical,,http://www.mingyuan-hk.com,Andrew Lam (chairman),HK$ 00 404 million (2013),1989 (Sing Tao Holdings) 2002 (as Ming Yuan Holdings),"Hamilton, Bermuda (registered office) Sheung Wan, Hong Kong (HK office)"
Lingbao Gold Company Limited ,Gold mining,,http://www.lbgold.com/,Chairman : Mr. Xu Gaoming,,2002,"Lingbao , Henan , People's Republic of China"
China Longyuan Power Group Limited ,Wind power,,http://www.clypg.com.cn/,Chairman: Mr. Zhu Yongfan,HKD 26 Billion (2016) HKD 24.2 Billion (2016),1993,"Beijing , People's Republic of China"
Legend Holdings Corporation,,,http://legendholdings.com.cn,,,,"Tower A, Raycom InfoTech Park 2 Zhongguancun Academy of Sciences South Road Beijing , China"
Lee & Man Paper Manufacturing Limited ,Papermaking,"40,000",http://www.leemanpaper.com/,Chairman : Raymond Lee Man-chun CEO : Lee Man-bun,$3B,1994,"Dongguan , Guangdong , People's Republic of China"
Li & Fung Limited,Supply Chain Management,,http://www.lifung.com,"William Fung , Executive Chairman [1] Spencer Fung, Group Chief Executive Officer",$18.83 billion (2015),1906 ; 113 years ago ( 1906 ),Hong Kong
Li Ning Company Limited,Sportswear and Sports Equipment [1],,"http://www.lining.com/,https://www.wikidata.org/wiki/Q1272525?uselang=en#P856",Li Ning (Founder and Chairman) Terence Tsang (CFO),US$1.11 billion ( FY 2012) [2],1989 ; 30 years ago ( 1989 ),"Beijing , China (de facto) Cayman Islands (legal)"
KWG Group Holdings Limited ,Real estate,,https://www.kwggroupholdings.com/,Chairman : Mr. Kong Jianmin CEO : Mr. Kong Jiantao,,1995,"Guangzhou , Guangdong , People's Republic of China"
Kunlun Energy Limited ,Oil and natural gas exploration,,http://www.cnpc.com.hk/,Chairman : Mr. Li Hualin,,1994,"Hong Kong Island , Hong Kong"
Kuang-Chi,metamaterials smart-city tele-communication,2600,http://www.kuang-chi.com,,,"July 13, 2010 ; 9 years ago ( 2010-07-13 )","Shenzhen , China"
L'Occitane en Provence,Personal care,8630 (2017),http://www.loccitane.com,Reinold Geiger (chairman and CEO) Olivier Baussan,"€ 1,319.4 million (2018) [1]",1976,"Manosque , France"
Kingsoft Corporation,Software industry,"~7,000 [1] (2018)",http://www.kingsoft.com/,Lei Jun ( chairman ) Zou Tao ( CEO ) Ng Yuk Keung ( CFO ),,1988 ; 31 years ago ( 1988 ),"Beijing , China"
Meitu Inc.,Consumer electronics,,http://corp.meitu.com/en/,,,2008 ; 11 years ago ( 2008 ),"Xiamen , China"
Kingway Brewery Holdings Limited ,Beer,,http://www.kingwaybeer.hk/,Chairman : Mr. Li Wenyue CEO : Mr. Ye Xuquan,,1990,"Shenzhen , Guangdong , China"
Kerry Logistics Network Limited,Logistics Transportation,"40,000+",http://www.kerrylogistics.com,George Yeo ( Chairman ),HKD $24bn (2016) [1],1981,Hong Kong
King Fook Holdings Limited ,Jewellery,,http://www.kingfook.com/,"Chairman : Mr. Yeung Ping-leung, Howard",,1949 ; 70 years ago ( 1949 ),"Hong Kong Island , Hong Kong"
嘉華國際集團有限公司 ,Property,,http://www.kwih.com,,,,"29/F, K. Wah Centre, North Point, Hong Kong"
Joyce Boutique Holdings Limited,Fashion retailing,,http://www.joyce.com/,Chairman : Mr. Stephen Ng,,1971 ; 48 years ago ( 1971 ),"Hong Kong , People's Republic of China"
Joy City Property,,,http://www.joy-cityproperty.com/,Zhou Zheng (Chairman),,28 October 1992 ( 1992-10-28 ) [ citation needed ],Hong Kong ( de facto ) Bermuda (incorporated)
Kingboard Holdings Limited ,Chemicals,,http://www.kingboard.com/,Chairman : Mr. Paul Cheung Kwok Wing,,1988,Cayman Islands (registered office) Hong Kong (corporate headquarters)
Kerry Properties Limited ,,,http://www.kerryprops.com/,Chair: Mr. Khoon Chen Kuok,,1978,"Hong Kong Island , Hong Kong"
IRC Limited  ,Mining,"2,492 (as at 31 December 2013)",http://www.ircgroup.com.hk/,Executive Chairman: Jay Hambro,"USD 160,854,000 (2013)",4 June 2010,Hong Kong
Johnson Electric Holdings Limited,"Automotive , Industrial","40,000",http://www.johnsonelectric.com,Dr. Patrick Shui-Chung Wang ( Chairman and CEO ),,,
Jin Jiang International Holdings Company Limited,Tourism Hospitality,"100,000 (2017)",http://www.jinjiang.com,Yu Minliang (CEO),$8.68 billion (2017),2003,Shanghai
Industrial and Commercial Bank of China Limited,Banking Financial services Investment services,"453,048(2018) [3]",http://icbc.com.cn,Yi Huiman ( Chairman & Executive Director ) Luo Xi ( Vice president ),CN¥ 725.12 billion $105.4 billion (2018) [1] [2],"Beijing , China (1984 ; 35 years ago ( 1984 ) )","Beijing , China"
I. T Limited,Conglomerate Fashion Investment,,https://www.ithk.com,Sham Kar Wai ( Chairman & CEO ) Sham Kin Wai ( CCO ),,November 1988 ; 30 years ago ( 1988-11 ) in Hong Kong,"Wong Chuk Hang , Hong Kong"
Imperial Pacific International Holdings Ltd,Conglomerate,,http://www.imperialpacific.com,"CEO : Henry Cheang [1] , Majority owner: Cui Lijie",,,Hong Kong
Imagi Animation Studios Limited,CGI animation,400 in Hong Kong [1],http://www.imagi.com.hk/,President & Co-CEO: Francis Kao Chairman: Francis Leung Pak To Executive Director & Co-CEO: Soh Szu Wei,,2000,"Chai Wan , Hong Kong"
Jiangsu Expressway Company Limited,Road construction and operations,,http://www.jsexpressway.com/,Chairman : Mr. Shen Changquan,,1992,"Nanjing , Jiangsu , People's Republic of China"
China Huiyuan Juice Group Limited ,Juice production,,https://web.archive.org/web/20080514033121/http://www.huiyuan.com.cn/en/,Chairman: Mr. Zhu Xinli,,1992,"Beijing , People's Republic of China"
Hutchison Telecommunications Hong Kong Holdings Limited,Telecommunication,,http://www.hthkh.com/,Canning Fok ( Chairman ),,2009 ; 10 years ago ( 2009 ),Hong Kong
Huaneng Renewables,,,http://www.hnr.com.cn,Lin Gang (chairman) Cao Shiguan ( president ),,,"Beijing , China"
Huadian Power International,Power generation,,http://www.hdpi.com.cn/,Chairman : Mr. Chen Feihu,,1994,"Jinan , Shandong , China"
Huaneng Power International,Power generation,,http://www.hpi.com.cn,Cao Peixi [ zh ] (chairman),,30 June 1994 ( 1994-06-30 ) in Beijing [1],"Beijing , China"
Hsin Chong,Construction Property development Real estate,,http://hsinchong.com,,,1939 ; 80 years ago ( 1939 ) in Hong Kong,Hong Kong
Hopson Development Holdings Limited ,Real estate,,http://www.hopson.com.cn/en/,Chairman : Mr. Zhu Mengyi,,1992,"Guangzhou , Guangdong , People's Republic of China"
Hongkong Chinese Limited,"Real estate, equity investment",,http://www.hkchinese.com.hk,Stephen Riady (chairman) John Lee (CEO),HK$ 0 1.327 billion (2015–16),20 October 1992 ( 1992-10-20 ),"24/th, Tower 1, Lippo Centre , Hong Kong Island , Hong Kong"
Hysan Development,real estate development,,"http://www.hysan.com.hk,https://www.wikidata.org/wiki/Q5962271?uselang=en#P856",Irene Lee (executive chairman),HK$ 0 3.548 billion (2017),20 October 1970 ; 48 years ago ( 1970-10-20 ) in British Hong Kong [1],"49/F, Lee Garden One , Hong Kong Island, Hong Kong , China"
Xingye Copper International Group Limited ,Copper production,,http://www.xingyecopper.com/,Chairman : Mr. Hu Changyuan,,1998,"Cixi , Ningbo , Zhejiang , People's Republic of China"
Hong Kong Exchanges and Clearing Limited,Financial Services,,http://hkexgroup.com,Laura M Cha (Chairman) Charles Li (CEO),HKD11.116 billion (2016) [1],2000 ; 19 years ago ( 2000 ),"Exchange Square , Central , Hong Kong , China"
HKT,Telecommunications,"over 17,600 (2017)",http://www.hkt.com,Richard Li,HK$33.258 billion (2017),1925 (as Hongkong Telephone) 1987 (as Hong Kong Telecom),Hong Kong
HKBN,Telecommunications,"about 3,000",http://www.hkbn.net,William Yeung (Executive Vice-chairman),HKD 3.95 billion (FY2017-18),23 August 1999 ( 1999-08-23 ) in Hong Kong,Cayman Islands (registered office) Hong Kong ( de facto )
Hong Kong Economic Times Holdings,Publishing,,http://www.hketgroup.com,,,,Hong Kong
Hong Kong Ferry (Holdings) Company Limited ,Property development and Ferry service,,http://www.hkf.com/,Chairman : Colin Lam,,1989 ; 30 years ago ( 1989 ),"Tsing Yi , Hong Kong , People's Republic of China"
Lenovo Group Limited,Computer hardware Electronics,"54,000 (2018) [2] [ failed verification ]",http://www.lenovo.com,Yang Yuanqing ( Chairman & CEO ) Gianfranco Lanci (COO) Yong Rui (CTO) Wong Wai Ming (CFO),US$51.038 billion (2019) [1],1 November 1984 ; 34 years ago ( 1984-11-01 ) (as Legend 联想 ) Beijing,"Haidian District, Beijing"
Hoifu Energy Group,Energy Financial services,,https://www.hoifuenergy.com,Yukio Hatoyama (hon. chairman) Hui Chi Ming (chairman) Neil Bush (deputy chairman) Chui Say Hoe (managing director),,2000,"Hamilton, Bermuda (legal) Shun Tak Centre , Hong Kong ( de facto )"
Hidili Industry International Development Limited ,Coal mining,,http://www.xhsteel.cn/company/index.asp?id=643,Chairman : Mr. Xian Yang,,2000,"Panzhihua , Sichuan , People's Republic of China"
HNA Technology Investments Holdings,,,http://www.hnatechinv.com,Tong Fu (chairman),HK$ 182.272 million (2017),1995 in Hong Kong (predecessor) 2003 in Cayman Islands,Hong Kong
Hong Kong Television,e-Commerce (formerly broadcasting),,"http://www.hktv.com.hk/eng/global/home.htm,https://www.hktvmall.com",Ricky Wong,,1992 (as City Telecom ) [1],"HKTV Multimedia and Ecommerce Centre, 1 Chun Cheong Street, Tseung Kwan O Industrial Estate , Tseung Kwan O"
Henderson Investment Limited ,Conglomerate,,http://www.hld.com/eng/corp/business01_hi.htm,Chairman : Dr. Lee Shau Kee,,1970 ; 49 years ago ( 1970 ),"Hong Kong , China"
HSBC Holdings plc,"Banking , Financial services","235,217 (2018) [4]",http://www.hsbc.com,Mark Tucker ( Group Chairman ) Jonathan Symonds ( Deputy Group Chairman ) Noel Quinn ( Interim Group Chief Executive ),US$ 53.8 billion (2018) [4],"First established on 3 March 1865 ; 154 years ago ( 1865-03-03 ) in British Hong Kong [1] (as The Hongkong and Shanghai Bank ) First incorporated on 14 August 1866 ; 153 years ago ( 1866-08-14 ) [2] (as The Hongkong and Shanghai Banking Corporation ) 25 March 1991 ; 28 years ago ( 1991-03-25 ) [1] [3] in London (as HSBC Holdings plc , as parent holding company to the entity in Hong Kong now as a subsidiary)","8 Canada Square , London , United Kingdom"
The Hong Kong & China Gas Co Ltd.,Public utility,"2,331 (2014)",http://towngas.com,"Lee Shau Kee , Chairman Alfred Chan, Managing Director","HKD 31,615m(2014)",Hong Kong (1862 ; 157 years ago ( 1862 ) ),"Quarry Bay, Hong Kong"
Hang Seng Bank Limited,Finance and insurance,"over 9,680",http://hangseng.com,Raymond Ch'ien (chairman) Rose Lee Wai Mun (vice-chairman and CEO),,"March 3, 1933 ; 86 years ago ( 1933-03-03 )","Hang Seng Bank Headquarters Building , Central, Hong Kong"
Harbin Electric Company Limited ,Power plant equipment manufacturing,,"http://www.harbin-electric.com/,http://www.hpec.com/",Zou Lei (邹磊) (Chairman),,1994,"Harbin , Heilongjiang , China"
HKR International Limited,Conglomerate,,"http://www.hkri.com/,https://www.wikidata.org/wiki/Q5629997?uselang=en#P856",,,"May 25, 1973 ; 46 years ago ( 1973-05-25 ) in Hong Kong","23/F, China Merchants Tower Shun Tak Centre, 168 Connaught Road, Central, Hong Kong"
Harbin Bank,Financial services,,http://www.hrbcb.com.cn,,,1997,"Harbin , China"
Haitong Securities Company Limited ,Securities,,http://www.htsec.com/,,,1988 ; 31 years ago ( 1988 ),"Shanghai , People's Republic of China"
Hang Lung Group ,"Real estate, car park, property management, dry cleaning",,http://www.hanglung.com/,Chairman Ronnie Chan,,1960,"Victoria City , Hong Kong"
Hang Lung Properties ,"Real estate, Car park",,http://hanglung.com,Ronnie Chan (Chairman),,1960,Hong Kong
Harbour Centre Development Limited ,Hotel management and Properties,,http://www.harbourcentre.com.hk/,Chairman : Mr. Stephen Ng,,1971,"Hong Kong Island , Hong Kong"
Hengan International Group Company Limited ,Hygiene products,,http://www.hengan.com/,Chairman : Sze Man Bok Deputy chairman and CEO : Hui Lin Chit,,1985,"Jinjiang , Fujian , People's Republic of China"
Henderson Land Development Co. Ltd. ,Property,"6,500",http://www.hld.com,"Lee Shau Kee , Chairman Colin Lam, Ka-shing Lee , Ka-kit Lee , Vice Chairmen","HKD 5,833 million (2005)",,"2IFC , Hong Kong Island , Hong Kong"
Gemilang Coachwork,Bus manufacturing,,http://www.gml.com.my/,,,23 September 1989,"Johor , Malaysia"
Global Bio-Chem Technology Group Company Limited ,Foods and Biotechnology,,http://www.globalbiochem.com/,Chairman : Liu Xiaoming and Xu Zhouwen,,1994,"Hong Kong Island , Hong Kong"
Genting Hong Kong,Passenger transportation & Cruises,,https://www.dreamcruiseline.com,"Tan Sri Lim Kok Thay , CEO & Chairman",,November 2015,"Hong Kong, Asia"
"Guangzhou Automobile Group Co., Ltd.",Automotive,,https://www.gac-motor.com,Mr. Zhang Fangyou (Chairman),"CN¥ 12,964,000,000 (2012) [2]",1955 ; 64 years ago ( 1955 ) [1],"Guangzhou , Guangdong , China"
Giordano International Limited,Retail,"~ 8,100 (2014) [5]",http://giordano.com,Peter Lau (Chairman & CEO) [2],HK$ $54.5 billion (2014) [3],1981 ; 38 years ago ( 1981 ) [1] 2,Hong Kong
Fuyao Glass Industry Group Co. Limited,Glass manufacturing,"10,000",http://www.fuyaogroup.com/en,Cao Dewang (chairman),,1987,"Fuqing , China"
Glencore plc,Commodities Metals and Mining,"158,000 (2018) [1]",http://www.glencore.com,Tony Hayward ( Chairman ) Ivan Glasenberg (CEO),US$ 219.754 billion (2018) [1],1974 ; 45 years ago ( 1974 ) (As Marc Rich + Co AG),"Baar , Switzerland (Headquarters) London , United Kingdom (Head office – Oil & Gas) Rotterdam , Netherlands (Head office – Agricultural products) Saint Helier , Jersey (Registered office)"
GCL-Poly,Industrials - Industrial Engineering - New Energy Materials,,http://www.gcl-poly.com.hk/,Zhu Gong Shan,,1996 ; 23 years ago ( 1996 ),"Hong Kong , Cayman Islands"
Fufeng Group ,monosodium glutamate and xanthan gum,,http://www.fufeng-group.com/html/en/,Chairman : Mr. Li Xuechun,,1999,"Jinan , Shandong , People's Republic of China"
Zijin Mining,Gold mining,"21,455 [1]",http://www.zjky.cn,Chairman : Mr. Chen Jinghe,"RMB 27,769,198,000 (FY 2010) [1]",2000,"Shanghang , Longyan , Fujian , People's Republic of China"
Fullshare Holdings Limited,Conglomerate,,http://www.fullshare.com,,,2002 ; 17 years ago ( 2002 ) (incorporation) 2013 (reverse IPO),"Nanjing , China (de facto) Grand Cayman, Cayman Islands (registered office) Hong Kong S.A.R. , China (second office)"
Shanghai Fosun Pharmaceutical (Group),pharmaceutical medical,,https://www.fosunpharma.com,Chen Qiyu (chairman) Wu Yifang (CEO),,1994,"Shanghai , China"
Zoomlion Heavy Industry Science and Technology,Heavy machinery,"30,000",http://www.zoomlion.com,Zhan Chunxin (Chairman & CEO),,"September 28, 1992","Changsha , Hunan , People's Republic of China"
Zhuzhou CRRC Times Electric,Railway equipment manufacturing,,http://www.tec.crrczic.cc,Ding Rongjun (chairman),,1992 (predecessors) 26 September 2005 ; 14 years ago ( 2005-09-26 ),"Zhuzhou , China"
ZTE Corporation,Telecommunications equipment Networking equipment,"74,773 (2017)","http://www.zte.com.cn,http://www.ztedevice.com",Yin Yimin (Chairman) Zhao Xianming (President and Executive Director) [1],CN¥ 85.513 billion (2018),"1985 ; 34 years ago ( 1985 ) (as Zhongxing Semiconductor Co., Ltd.)","55 Hi-tech Road South Shenzhen , Guangdong , China 518057"
ZhongAn Online P&C Insurance Co. Ltd.,Insurance,,https://www.zhongan.com/,"Yaping Ou (Chairman and Executive Director), Jin ""Jeffrey"" Chen (CEO and Executive Director)
Jack Ma (Founder), Pony Ma (Founder), Ma Mingzhe (Founder)",,2013,"Shanghai , China"
Yuexiu Property Company Limited,Property development,,http://www.yuexiuproperty.com/enproperty/,Chairman : Mr. Zhang Zhaoxing,,1992,"Hong Kong , China"
Zhaojin Mining Industry Company Limited ,Gold mining,,http://www.zhaojin.com.cn/,Chairman : Mr. Lu Dongshang,,2004,People's Republic of China
China Yurun Food Group Limited ,Meat supplier,"26,000 [1]",http://www.yurun.com/,Chairman : Zhu Yicai,,1993,"Nanjing , Jiangsu , People's Republic of China"
Yizheng Chemical Fibre ,Chemical industry,,http://www.ycfc.com/en,Chairman : Mr. Qian Hengge,,1993,"Yizheng , Jiangsu , People's Republic of China"
Fujikon Industrial Holdings Ltd.,ODM/OEM ( Original Design Manufacturer / Original equipment manufacturer ),"10,000",http://www.fujikon.com,"Johnny Yeung, co-founder and chairman Simon Yuen, co-founder and vice-chairman Michael Chow, co-founder and vice-chairman",HK$ 1.22 billion (2010/2011),1982,"Hong Kong ; Dongguan, China ; Ningbo, China"
Galaxy Entertainment Group 銀河娛樂集團,"Hospitality , Tourism",,http://galaxyentertainment.com,Francis Lui (Chairman & CEO),HK$ 51 billion (2015),1988 ; 31 years ago ( 1988 ),Hong Kong
Yue Yuen Industrial (Holdings) Limited ,Athletic and casual/outdoor footwear manufacturer,,http://www.yueyuen.com/,Chairman : Mr. Lu Chin Chu,,1988,Hong Kong
Yanzhou Coal Mining Company Limited ,Metals and Mining,39785 people [1],http://www.yanzhoucoal.com.cn/,Chairman : Mr. Li Xiyong,,1997,"Jining , Shandong , People's Republic of China"
Xtep International Holdings Limited ,Sportswear,,http://www.xtep.com.hk/,Ding Shuipo (Chairman),,1999 ; 20 years ago ( 1999 ),"Incorporated: Hong Kong CN office: Xiamen , Fujian Original office: Quanzhou , Fujian , China"
Zhejiang Expressway Company Limited,Road construction and operations,,https://web.archive.org/web/20080828164644/http://www.zjec.com.cn/aa/column/47.htm,Chairman : Mr. Chen Jisong,,1997,"Hangzhou , Zhejiang , People's Republic of China"
Zhongsheng Group Holdings Limited,Automotive,,"http://www.zs-group.com.cn,https://www.wikidata.org/wiki/Q406456?uselang=en#P856",Huang Yi (Chairman) Li Guoqiang (Vice-Chairman and CEO) [1],,1998,"Beijing , China"
Xinjiang Xinxin Mining ,Nickel mining,,http://kunlun.wsfg.hk/chi/index.php,Chairman : Mr. Yuan Ze,,2005,"Fuyun , Xinjiang , People's Republic of China"
"Weichai Power Co., Ltd.",Automotive,"42,000 employés (2014)",http://www.weichai.com,Chairman : Tan Xuguang,,2002,"Weifang , Shandong , People's Republic of China"
Want Want China Holdings Limited,Foods,,http://www.wantwant.com.cn/,"Tsai Eng-Meng , Chairman and CEO",,2007 ; 12 years ago ( 2007 ),"Shanghai , China"
Wheelock and Company Limited,Property development Property investment,,http://www.wheelockcompany.com,Douglas Woo ( Chairman and MD ),,1927 ; 92 years ago ( 1927 ),"Wheelock House , Central , Hong Kong"
Wing On Department Store,"retailing ( cosmetics, fashion, home appliances , luxury stationary, ivory craft , kitchen wares and appliances, etc)",,https://shop.wingon.hk/,"Kwok Lok, Kwok Chuen",,1907,Hong Kong
Xinyi Glass Holdings Limited ,Glass manufacturing and sales,,http://www.xinyiglass.com/en,Chairman : Lee Yin Yee (李賢義) [1],,1988,"Hong Kong , People's Republic of China"
Xiaomi Corporation,Consumer electronics Computer hardware,"16,683 (Dec 31 2018) [1]",http://mi.com,Lei Jun ( Founder and CEO ) Lin Bin (林斌) (Founder and President ),CN¥174.915 billion (~$24.5 billion) (2018) [1],6 April 2010 ; 9 years ago ( 2010-04-06 ),"Beijing , China"
The Wharf (Holdings) Limited ,Logistics Hotels Property investment Telecommunications,,http://www.wharfholdings.com/,Peter Woo ( Chairman ),,1886 ; 133 years ago ( 1886 ),"Kowloon , Hong Kong [1]"
"China Vanke Co., Ltd. ",Real estate,"77,708 (2018)",http://vanke.com,Chairman: Yu Liang CEO: Yu Liang,US$36.6 billion (2018),1984,"Dameisha , Yantian District , Shenzhen , Guangdong , China"
Vinda International Holdings Limited ,Paper manufacturing Consumer goods,,http://www.vindapaper.com/,Chairman : Mr. Li Chaowang CEO : Mr. Christoph MICHALSKI,,1985,"Xinhui , Guangdong , People's Republic of China"
U-Right International Holdings Limited,Fashion retailing,400 ( 2008 ),http://www.uright-627.info/,Former chairman : Mr. Leung Ngok,,1983,Hong Kong
Television Broadcasts Limited,Television broadcasting,"4,200 (2017)",http://tvb.com,"Dr. Charles Chan Kwok Keung (Chairman), Li Ruigang (Vice Chairman)",HK$ 4.21 billion (2016),"19 November 1967 ; 51 years ago ( 1967-11-19 ) in Broadcast Drive , Kowloon Tong , Hong Kong","77 Chun Choi Street , Tseung Kwan O Industrial Estate , New Territories , Hong Kong"
Vitasoy International Holdings Ltd.,Food & Drinks,,http://vitasoy.com,Roberto Guidetti (CEO) [1],,3 April 1940 ; 79 years ago ( 1940-04-03 ),"Tuen Mun , Hong Kong"
United Company RUSAL Plc,Aluminium,"64,000",http://rusal.com,Evgenii Nikitin ( CEO ) Bernard Zonneveld ( Chairman ),$10.3 billion [1] (2018),2007,"Moscow , Russia"
First Pacific Company Limited ,Investment Management,,"http://www.firstpacific.com,https://www.wikidata.org/wiki/Q305393?uselang=en#P856","Anthoni Salim ( Chairman ) Manuel V. Pangilinan ( Managing Director , CEO)",,1981 ; 38 years ago ( 1981 ),"Victoria City , Hong Kong"
VTech Holdings Ltd,Electronics industry,"Around 30,000",http://www.vtech.com,,"US$ 1,898.9 million (FY2014)",October 1976 ; 43 years ago ( 1976-10 ) (as Video Technology Limited ),Hong Kong
Far East Consortium International Limited ,"Property development , hotel and car park",,http://www.fecil.com.hk/,"David Chiu (Chairman, Board of Directors)",,Deacon Chiu,"16/F, Far East Consortium Building, 121 Des Voeux Road, Central, Hong Kong"
"Fast Retailing Co., Ltd. ",Retail,"52,839 (2018) [2]",http://www.fastretailing.com/eng,"Tadashi Yanai ( Chairman , President and CEO )","¥ 2,130 billion (FY2018) [1]","1963 as Ogori Shoji Co., Ltd. ( Ube, Yamaguchi , Japan) 1984 as Fast Retailing Co., Ltd. (name change)","Yamaguchi, Yamaguchi , Japan"
Uni-President China Holdings Limited ,Foods,,"http://www.uni-president.com.cn/,http://www.upch.com.cn/",Chairman and CEO : Mr. Lo Chih-Hsien,,1992 ; 27 years ago ( 1992 ),"Shanghai , China"
Vision Values Holdings,,,"http://www.visionvalues.com.hk/,https://www.wikidata.org/wiki/Q7012564?uselang=en#P856",Simon Lo (Chairman) [1],,1998 in Cayman Islands and Hong Kong,"Cayman Islands (legal) Hong Kong S.A.R., China ( de facto )"
Fantasia Holdings Group Company Limited ,Property development,,http://www.cnfantasia.com/en/,Founder and Executive Director : Miss Zeng Jie Chairman : Mr. Pun Jun,,1996,"Shenzhen , Guangdong , People's Republic of China"
Everbright Sun Hung Kai Company Limited,Financial institution,"about 1,000 (as of March 2018)",http://www.ebshk.com/,Li Bingtao (Chief Executive Officer),,1969,
Fosun International,Conglomerate,,http://www.fosun.com,Chairman: Guo Guangchang CEO: Liang Xinjun President: Wang Qunbin,,1992 ( 1992 ) (predecessor) 1994 ( 1994 ) (as Fosun Hi-tech) 24 December 2004 ( 2004-12-24 ) (as Fosun Intl.),"Shanghai , China Hong Kong (registered office)"
ENN Energy Holdings Limited,Utilities,,http://ir.ennenergy.com/en/global/home.php,Chairman : Wang Yusuo,"RMB60,698 million (2018)",,"Langfang, China"
"Fairwood Holdings, Ltd.",Foodservice,"4,900 (2016)",http://www.fairwood.com.hk/,"Dennis Lo, Chairman Chan Chee Shing, CEO",HKD 2.4 billion (2016),"Tsuen Wan , Hong Kong 1972 ; 47 years ago ( 1972 )","North Point , Hong Kong"
EganaGoldpfeil (Holdings) Ltd.,,,http://www.egana.com/,Hans-Joerg Seeberger (Chairman & CEO) Peter Ka Yue Lee (Executive Director),,1972,"Kowloon , Hong Kong"
Vale S.A.,Metals and Mining [1],"76,531 (2014) [3]",http://www.vale.com/EN/Pages/default.aspx,"Eduardo Bartolomeo, Chief Executive Officer Luciano Siani, Chief Financial Officer [2]",US$ 34.0 billion (2017) [1],"1 June 1942 ; 77 years ago ( 1942-06-01 ) (as Companhia Vale do Rio Doce) Itabira , Minas Gerais , Brazil","Rio de Janeiro , Brazil"
Dragonite International Limited,Pharmaceuticals industry,"1,500",http://www.dragonite.com.hk/html/index.php,Wong Yin Chen : Chairman and CEO Lik Hon : co-funder and Chief executive officer Hei Lin Wong : Vice-President,,"Hong Kong , People's Republic of China (2003)","Hong Kong , People's Republic of China"
E.Bon Holdings Limited ,Trading,,http://www.ebon.com.hk,,,1976 (listed in 2000),"First Commercial Building, 33 Leighton Road, Causeway Bay, Hong Kong PRC"
Everbright Securities,Financial services,,http://www.ebscn.com/,Guo Xinshuang (Charmian) Xue Feng (Vice-Charmian & CEO),,1996,"Shanghai , China"
Evergrande Group ,Real estate,,http://www.evergrande.com,Xu Jiayin (Chairman),,1996,"Shenzhen , Guangdong , China"
Dorsett Hospitality International ,Hotels,,http://www.dorsett.com/,,,,"18/F, Far East Consortium Building, 121 Des Voeux Road, Central, Hong Kong"
Dalian Port (PDA) Company Limited ,Port operation,,http://www.dlport.cn/,Chairman : Mr. Sun Hong,,2005,"Dalian , Liaoning , People's Republic of China"
Dongfeng Motor Group,Automotive,"146,843 (end 2017)",http://www.dfmg.com.cn,,CN¥ 125.016 billion (2017),18 May 2001 ; 18 years ago ( 2001-05-18 ),"Dongfeng Road, Wuhan , China"
Dongfang Electric Corporation ,Power plant equipment manufacturing,,"http://www.dongfang.com.cn/,http://www.dec-ltd.cn/",Wang Ji (王计) (Chairman),,1984,"Chengdu , Sichuan , China"
Datang International Power Generation Company ,Power Generation,,http://www.dtpower.com/en/,Chairman : Mr. Di Ruoyu,,1994,"Beijing , People's Republic of China"
Dah Chong Hong Holdings Limited ,Conglomerate,,http://www.dch.com.hk/,Chairman : Mr. Hui Ying Bun CEO : Mr. Yip Moon Tong,,1949 ; 70 years ago ( 1949 ),"Kowloon , Hong Kong"
Crocodile Garments,Garments,,http://crocodileinternational.com/,,,1952,"Hong Kong , Hong Kong"
Dachan Food (Asia) Limited ,Foods,,http://www.dachanfoodasia.com/en/,Chairman : Han Jia-Hwan,,1995,Hong Kong
Everbright International,,,http://www.ebchinaintl.com,Tang Shuangning (Chairman) Liu Jun (Vice-chairman) Chen Xiaoping (CEO) Wang Tianyi (GM) Raymond Wong (CFO) Cai Shuguang (Deputy GM),HK$ 8.5 billion (2015),26 October 1993 ( 1993-10-26 ),"Room 2703, Far East Finance Centre, Hong Kong Island, Hong Kong , China"
